;;;;;;;;;;;;;;;;;;;;;;;H;A;H;A;H;A
2017;20;Oct;23:00;USA;NBA;2017/2018;Washington Wizards;Detroit Pistons;WAS;DET;29;31;A;O;;;115;111;H;O;4;226;1,44;3,1;1,42;3,14;1,4;3,1
2017;20;Oct;02:30;USA;NBA;2017/2018;Los Angeles Lakers;Los Angeles Clippers;LAL;LAC;19;27;A;U;;;92;108;A;O;16;200;2,78;1,52;2,63;1,55;2,7;1,5
2017;20;Oct;00:00;USA;NBA;2017/2018;Oklahoma City Thunder;New York Knicks;OKC;NYK;27;24;H;O;;;105;84;H;U;21;189;1,12;8;1,13;7,38;1,1;7,5
2017;19;Oct;23:30;USA;NBA;2017/2018;Toronto Raptors;Chicago Bulls;TOR;CHI;25;23;H;U;;;117;100;H;O;17;217;1,11;8,6;1,1;8,67;1,07;9
2017;19;Oct;02:00;USA;NBA;2017/2018;Phoenix Suns;Portland Trail Blazers;PHX;POR;21;29;A;U;;;76;124;A;O;48;200;2,13;1,81;2,09;1,83;2;1,83
2017;19;Oct;05:00;USA;NBA;2017/2018;Sacramento Kings;Houston Rockets;SAC;HOU;25;26;A;O;;;100;105;A;O;5;205;3,98;1,3;3,73;1,32;4;1,26
2017;19;Oct;01:30;USA;NBA;2017/2018;San Antonio Spurs;Minnesota Timberwolves;SAS;MIN;32;25;H;O;;;107;99;H;O;8;206;1,86;2,07;1,81;2,11;1,83;2
2017;19;Oct;01:00;USA;NBA;2017/2018;Utah Jazz;Denver Nuggets;UTA;DEN;21;30;A;O;;;106;96;H;O;10;202;1,79;2,17;1,79;2,14;1,76;2,1
2017;19;Oct;00:30;USA;NBA;2017/2018;Dallas Mavericks;Atlanta Hawks;DAL;ATL;24;27;A;O;;;111;117;A;O;6;228;1,44;3,08;1,42;3,14;1,4;3,1
2017;19;Oct;01:00;USA;NBA;2017/2018;Memphis Grizzlies;New Orleans Pelicans;MEM;NOP;27;34;A;O;;;103;91;H;U;12;194;1,75;2,23;1,74;2,22;1,64;2,35
2017;19;Oct;00:30;USA;NBA;2017/2018;Boston Celtics;Milwaukee Bucks;BOS;MIL;26;24;H;U;;;100;108;A;O;8;208;1,69;2,35;1,7;2,29;1,44;2,85
2017;19;Oct;00:00;USA;NBA;2017/2018;Detroit Pistons;Charlotte Hornets;DET;CHA;29;27;H;O;;;102;90;H;U;12;192;1,67;2,39;1,68;2,32;1,64;2,35
2017;18;Oct;23:00;USA;NBA;2017/2018;Indiana Pacers;Brooklyn Nets;IND;BKN;29;30;A;O;;;140;131;H;O;9;271;1,61;2,51;1,66;2,37;1,6;2,45
2017;19;Oct;00:00;USA;NBA;2017/2018;Orlando Magic;Miami Heat;ORL;MIA;32;37;A;O;;;116;109;H;O;7;225;2,35;1,69;2,32;1,68;2,3;1,66
2017;18;Oct;23:00;USA;NBA;2017/2018;Washington Wizards;Philadelphia 76ers;WAS;PHI;32;23;H;O;;;120;115;H;O;5;235;1,34;3,7;1,34;3,56;1,32;3,5
2017;18;Oct;10:30;USA;NBA;2017/2018;Golden State Warriors;Houston Rockets;GSW;HOU;35;34;H;O;;;121;122;A;O;1;243;1,19;4,85;1,2;5,23;1,2;4,75
2017;18;Oct;01:00;USA;NBA;2017/2018;Cleveland Cavaliers;Boston Celtics;CLE;BOS;29;19;H;U;;;102;99;H;O;3;201;1,66;2,4;1,61;2,49;1,57;2,55
2017;14;Oct;03:30;USA;NBA;2017/2018;Golden State Warriors;Sacramento Kings;GSW;SAC;26;24;H;U;;;117;106;H;O;11;223;;;1,08;8,67;1,08;8,5
2017;14;Oct;03:30;USA;NBA;2017/2018;Los Angeles Clippers;Los Angeles Lakers;LAC;LAL;26;38;A;O;;;104;111;A;O;7;215;;;2,35;1,63;2,4;1,62
2017;14;Oct;02:30;USA;NBA;2017/2018;Golden State Warriors;Sacramento Kings;GSW;SAC;26;24;H;U;;;117;106;H;O;11;223;;;1,08;8,67;1,08;8,5
2017;14;Oct;02:30;USA;NBA;2017/2018;Los Angeles Clippers;Los Angeles Lakers;LAC;LAL;26;38;A;O;;;104;111;A;O;7;215;;;2,35;1,63;2,4;1,62
2017;14;Oct;00:30;USA;NBA;2017/2018;Milwaukee Bucks;Detroit Pistons;MIL;DET;17;24;A;U;;;107;103;H;O;4;210;;;1,57;2,48;1,47;2,75
2017;14;Oct;00:30;USA;NBA;2017/2018;Philadelphia 76ers;Miami Heat;PHI;MIA;34;29;H;O;;;119;95;H;O;24;214;;;1,58;2,46;1,58;2,5
2017;14;Oct;01:00;USA;NBA;2017/2018;Chicago Bulls;Toronto Raptors;CHI;TOR;31;35;A;O;;;104;125;A;O;21;229;;;2,67;1,51;2,65;1,54
2017;14;Oct;01:00;USA;NBA;2017/2018;Houston Rockets;San Antonio Spurs;HOU;SAS;24;25;A;U;;;97;106;A;O;9;203;;;1,48;2,77;1,33;3,4
2017;14;Oct;00:00;USA;NBA;2017/2018;Memphis Grizzlies;New Orleans Pelicans;MEM;NOP;34;24;H;O;;;142;101;H;O;41;243;;;1,63;2,35;1,57;2,55
2017;13;Oct;23:30;USA;NBA;2017/2018;New York Knicks;Washington Wizards;NYK;WAS;26;26;D;O;;;103;110;A;O;7;213;;;3,15;1,39;3,4;1,33
2017;13;Oct;23:00;USA;NBA;2017/2018;Orlando Magic;Cleveland Cavaliers;ORL;CLE;30;31;A;O;;;106;113;A;O;7;219;;;2,63;1,52;2,5;1,58
2017;13;Oct;22:00;USA;NBA;2017/2018;Charlotte Hornets;Dallas Mavericks;CHA;DAL;28;27;H;O;;;111;96;H;O;15;207;;;1,42;3,01;1,41;3
2017;13;Oct;02:30;USA;NBA;2017/2018;Los Angeles Clippers;Sacramento Kings;LAC;SAC;22;24;A;U;;;104;87;H;U;17;191;;;1,31;3,65;1,33;3,4
2017;13;Oct;00:30;USA;NBA;2017/2018;Atlanta Hawks;Dallas Mavericks;ATL;DAL;19;31;A;U;;;94;108;A;O;14;202;;;1,63;2,36;1,64;2,35
2017;12;Oct;03:00;USA;NBA;2017/2018;Phoenix Suns;Portland Trail Blazers;PHX;POR;21;27;A;U;;;104;113;A;O;9;217;;;2,59;1,53;3;1,41
2017;12;Oct;02:30;USA;NBA;2017/2018;Memphis Grizzlies;Houston Rockets;MEM;HOU;25;21;H;U;;;89;101;A;U;12;190;;;2,87;1,45;3,4;1,33
2017;12;Oct;00:30;USA;NBA;2017/2018;Brooklyn Nets;Philadelphia 76ers;BKN;PHI;22;30;A;O;;;114;133;A;O;19;247;;;1,65;2,31;1,58;2,5
2017;12;Oct;00:30;USA;NBA;2017/2018;Miami Heat;Washington Wizards;MIA;WAS;19;30;A;U;;;117;115;H;O;2;232;;;1,89;1,96;1,83;2
2017;12;Oct;00:00;USA;NBA;2017/2018;Charlotte Hornets;Boston Celtics;CHA;BOS;20;24;A;U;;;100;108;A;O;8;208;;;2,52;1,56;3,1;1,4
2017;11;Oct;03:30;USA;NBA;2017/2018;Los Angeles Lakers;Utah Jazz;LAL;UTA;27;28;A;O;;;99;105;A;O;6;204;;;1,91;1,94;1,8;2,05
2017;11;Oct;01:00;USA;NBA;2017/2018;Denver Nuggets;Oklahoma City Thunder;DEN;OKC;17;25;A;U;;;86;96;A;U;10;182;;;1,85;2;1,86;1,95
2017;11;Oct;00:30;USA;NBA;2017/2018;San Antonio Spurs;Orlando Magic;SAS;ORL;29;30;A;O;;;98;103;A;O;5;201;;;1,23;4,47;1,13;6,25
2017;11;Oct;00:00;USA;NBA;2017/2018;Cleveland Cavaliers;Chicago Bulls;CLE;CHI;20;24;A;U;;;94;108;A;O;14;202;;;1,26;4,05;1,09;8
2017;11;Oct;00:00;USA;NBA;2017/2018;Toronto Raptors;Detroit Pistons;TOR;DET;30;23;H;O;;;116;94;H;O;22;210;;;1,29;3,84;1,27;3,9
2017;10;Oct;03:00;USA;NBA;2017/2018;Phoenix Suns;Utah Jazz;PHX;UTA;17;29;A;U;;;102;120;A;O;18;222;;;1,59;2,45;1,58;2,5
2017;10;Oct;02:00;USA;NBA;2017/2018;Sacramento Kings;Portland Trail Blazers;SAC;POR;24;29;A;O;;;83;97;A;U;14;180;;;2,54;1,55;2,65;1,54
2017;10;Oct;01:30;USA;NBA;2017/2018;Dallas Mavericks;Orlando Magic;DAL;ORL;30;26;H;O;;;99;96;H;U;3;195;;;1,55;2,54;1,54;2,65
2017;9;Oct;23:30;USA;NBA;2017/2018;Atlanta Hawks;Memphis Grizzlies;ATL;MEM;23;16;H;U;;;99;88;H;U;11;187;;;2,09;1,79;2,1;1,76
2017;10;Oct;00:30;USA;NBA;2017/2018;Boston Celtics;Philadelphia 76ers;BOS;PHI;37;20;H;O;;;113;96;H;O;17;209;;;1,36;3,32;1,34;3,35
2017;10;Oct;00:30;USA;NBA;2017/2018;Miami Heat;Charlotte Hornets;MIA;CHA;36;29;H;O;;;109;106;H;O;3;215;;;1,6;2,43;1,58;2,5
2017;9;Oct;23:30;USA;NBA;2017/2018;New York Knicks;Houston Rockets;NYK;HOU;21;35;A;O;;;95;117;A;O;22;212;;;3,16;1,38;2,8;1,45
2017;10;Oct;00:00;USA;NBA;2017/2018;Detroit Pistons;Indiana Pacers;DET;IND;22;27;A;U;;;107;97;H;O;10;204;;;1,61;2,4;1,54;2,65
2017;9;Oct;02:00;USA;NBA;2017/2018;Los Angeles Lakers;Sacramento Kings;LAL;SAC;22;11;H;U;;;75;69;H;U;6;144;;;2,01;1,85;1,95;1,86
2017;8;Oct;23:30;USA;NBA;2017/2018;Brooklyn Nets;New York Knicks;BKN;NYK;36;24;H;O;;;117;83;H;O;34;200;;;1,58;2,45;1,64;2,35
2017;8;Oct;23:00;USA;NBA;2017/2018;Chicago Bulls;New Orleans Pelicans;CHI;NOP;21;20;H;U;;;95;108;A;O;13;203;;;2,45;1,58;2,35;1,64
2017;8;Oct;21:00;USA;NBA;2017/2018;San Antonio Spurs;Denver Nuggets;SAS;DEN;35;32;H;O;;;122;100;H;O;22;222;;;1,67;2,28;1,66;2,3
2017;8;Oct;19:30;USA;NBA;2017/2018;Los Angeles Clippers;Portland Trail Blazers;LAC;POR;30;27;H;O;;;106;134;A;O;28;240;;;1,71;2,2;1,71;2,2
2017;8;Oct;19:00;USA;NBA;2017/2018;Washington Wizards;Cleveland Cavaliers;WAS;CLE;38;29;H;O;;;102;95;H;U;7;197;;;1,56;2,53;1,66;2,3
2017;8;Oct;11:00;USA;NBA;2017/2018;Minnesota Timberwolves;Golden State Warriors;MIN;GSW;44;36;H;O;;;110;142;A;O;32;252;;;2,69;1,5;2,95;1,42
2017;8;Oct;00:00;USA;NBA;2017/2018;Orlando Magic;Miami Heat;ORL;MIA;28;22;H;U;;;93;90;H;U;3;183;;;1,99;1,86;1,8;2,05
2017;7;Oct;01:00;USA;NBA;2017/2018;Utah Jazz;Phoenix Suns;UTA;PHX;28;25;H;O;;;112;101;H;O;11;213;;;1,6;2,43;1,62;2,4
2017;7;Oct;00:30;USA;NBA;2017/2018;San Antonio Spurs;Sacramento Kings;SAS;SAC;15;24;A;U;;;113;93;H;O;20;206;;;1,45;2,85;1,44;2,85
2017;7;Oct;01:00;USA;NBA;2017/2018;Chicago Bulls;Milwaukee Bucks;CHI;MIL;24;27;A;O;;;114;101;H;O;13;215;;;1,86;1,99;1,86;1,95
2017;7;Oct;00:00;USA;NBA;2017/2018;Oklahoma City Thunder;New Orleans Pelicans;OKC;NOP;28;26;H;O;;;102;91;H;U;11;193;;;1,52;2,63;1,5;2,7
2017;6;Oct;23:30;USA;NBA;2017/2018;Cleveland Cavaliers;Indiana Pacers;CLE;IND;33;21;H;O;;;102;106;A;O;4;208;;;1,53;2,61;1,5;2,7
2017;6;Oct;23:00;USA;NBA;2017/2018;Detroit Pistons;Atlanta Hawks;DET;ATL;29;29;D;O;;;109;87;H;U;22;196;;;1,56;2,53;1,52;2,67
2017;6;Oct;23:00;USA;NBA;2017/2018;Philadelphia 76ers;Boston Celtics;PHI;BOS;27;28;A;O;;;102;110;A;O;8;212;;;2,77;1,48;2,75;1,47
2017;6;Oct;23:00;USA;NBA;2017/2018;Washington Wizards;New York Knicks;WAS;NYK;28;29;A;O;;;104;100;H;O;4;204;;;1,36;3,28;1,35;3,3
2017;6;Oct;03:00;USA;NBA;2017/2018;Portland Trail Blazers;Toronto Raptors;POR;TOR;27;26;H;O;;;106;101;H;O;5;207;;;1,74;2,16;1,74;2,15
2017;6;Oct;00:30;USA;NBA;2017/2018;Brooklyn Nets;Miami Heat;BKN;MIA;33;23;H;O;;;107;88;H;U;19;195;;;1,86;1,99;1,83;2
2017;5;Oct;23:00;USA;NBA;2017/2018;Orlando Magic;Dallas Mavericks;ORL;DAL;31;20;H;O;;;112;89;H;O;23;201;;;1,55;2,54;1,57;2,55
2017;5;Oct;06:00;USA;NBA;2017/2018;Golden State Warriors;Minnesota Timberwolves;GSW;MIN;32;20;H;O;;;95;111;A;O;16;206;;;1,48;2,75;1,45;2,8
2017;5;Oct;02:00;USA;NBA;2017/2018;Los Angeles Lakers;Denver Nuggets;LAL;DEN;30;41;A;O;;;104;122;A;O;18;226;;;2,39;1,61;2,7;1,5
2017;5;Oct;01:30;USA;NBA;2017/2018;Dallas Mavericks;Chicago Bulls;DAL;CHI;30;26;H;O;;;118;71;H;U;47;189;;;1,52;2,63;1,41;3
2017;5;Oct;01:00;USA;NBA;2017/2018;Milwaukee Bucks;Indiana Pacers;MIL;IND;18;24;A;U;;;86;104;A;U;18;190;;;1,43;2,97;1,36;3,25
2017;4;Oct;23:00;USA;NBA;2017/2018;Cleveland Cavaliers;Atlanta Hawks;CLE;ATL;28;20;H;U;;;93;109;A;O;16;202;;;1,27;3,94;1,27;3,9
2017;4;Oct;23:00;USA;NBA;2017/2018;Detroit Pistons;Charlotte Hornets;DET;CHA;34;26;H;O;;;106;108;A;O;2;214;;;1,61;2,39;1,58;2,5
2017;5;Oct;00:00;USA;NBA;2017/2018;Philadelphia 76ers;Memphis Grizzlies;PHI;MEM;25;31;A;O;;;89;110;A;O;21;199;;;1,54;2,57;1,45;2,8
2017;4;Oct;06:00;USA;NBA;2017/2018;Los Angeles Clippers;Toronto Raptors;LAC;TOR;28;19;H;U;;;98;84;H;U;14;182;;;1,99;1,86;2,1;1,76
2017;4;Oct;02:00;USA;NBA;2017/2018;Portland Trail Blazers;Phoenix Suns;POR;PHX;32;24;H;O;;;112;114;A;O;2;226;;;1,35;3,35;1,35;3,3
2017;4;Oct;01:00;USA;NBA;2017/2018;New Orleans Pelicans;Chicago Bulls;NOP;CHI;46;30;H;O;;;109;113;A;O;4;222;;;1,25;4,19;1,25;4,2
2017;4;Oct;01:00;USA;NBA;2017/2018;Oklahoma City Thunder;Houston Rockets;OKC;HOU;25;27;A;O;;;97;104;A;O;7;201;;;2,4;1,61;2,65;1,54
2017;3;Oct;23:30;USA;NBA;2017/2018;New York Knicks;Brooklyn Nets;NYK;BKN;33;30;H;O;;;107;115;A;O;8;222;;;1,61;2,39;1,54;2,65
2017;3;Oct;03:30;USA;NBA;2017/2018;Los Angeles Lakers;Denver Nuggets;LAL;DEN;31;26;H;O;;;107;113;A;O;6;220;;;2,09;1,79;2,1;1,76
2017;3;Oct;11:00;USA;NBA;2017/2018;Sacramento Kings;San Antonio Spurs;SAC;SAS;32;26;H;O;;;106;100;H;O;6;206;;;1,85;2;1,83;2
2017;3;Oct;00:30;USA;NBA;2017/2018;Dallas Mavericks;Milwaukee Bucks;DAL;MIL;29;27;H;O;;;106;104;H;O;2;210;;;1,79;2,09;1,76;2,1
2017;3;Oct;00:00;USA;NBA;2017/2018;Memphis Grizzlies;Orlando Magic;MEM;ORL;28;23;H;O;;;92;84;H;U;8;176;;;1,72;2,19;1,71;2,2
2017;3;Oct;00:30;USA;NBA;2017/2018;Boston Celtics;Charlotte Hornets;BOS;CHA;22;19;H;U;;;94;82;H;U;12;176;;;1,44;2,89;1,44;2,85
2017;2;Oct;03:00;USA;NBA;2017/2018;Toronto Raptors;Los Angeles Clippers;TOR;LAC;26;32;A;O;;;121;113;H;O;8;234;;;2,05;1,81;2,05;1,8
2017;1;Oct;22:00;USA;NBA;2017/2018;Miami Heat;Atlanta Hawks;MIA;ATL;19;25;A;U;;;96;90;H;U;6;186;;;1,53;2,61;1,5;2,7
2017;1;Oct;03:00;USA;NBA;2017/2018;Los Angeles Lakers;Minnesota Timberwolves;LAL;MIN;31;31;D;O;;;99;108;A;O;9;207;;;2,16;1,74;2,3;1,66
2017;1;Oct;09:30;USA;NBA;2017/2018;Golden State Warriors;Denver Nuggets;GSW;DEN;21;28;A;U;;;102;108;A;O;6;210;;;1,32;3,54;1,26;4
2017;13;Jun;01:00;USA;NBA ;2016/2017;Golden State Warriors;Cleveland Cavaliers;GSW;CLE;33;37;A;O;;;129;120;H;O;9;249;1,27;4,25;1,3;3,93;1,26;4
2017;10;Jun;02:00;USA;NBA ;2016/2017;Cleveland Cavaliers;Golden State Warriors;CLE;GSW;49;33;H;O;;;137;116;H;O;21;253;2,9;1,35;2,99;1,45;3,05;1,4
2017;8;Jun;01:00;USA;NBA ;2016/2017;Cleveland Cavaliers;Golden State Warriors;CLE;GSW;32;39;A;O;;;113;118;A;O;5;231;2,31;1,71;2,23;1,74;2,25;1,68
2017;5;Jun;00:00;USA;NBA ;2016/2017;Golden State Warriors;Cleveland Cavaliers;GSW;CLE;40;34;H;O;;;132;113;H;O;19;245;1,25;4,55;1,27;4,18;1,23;4,25
2017;2;Jun;01:00;USA;NBA ;2016/2017;Golden State Warriors;Cleveland Cavaliers;GSW;CLE;35;30;H;O;;;113;91;H;O;22;204;1,26;2;1,33;3,64;1,32;3,5
2017;26;May;00:30;USA;NBA ;2016/2017;Boston Celtics;Cleveland Cavaliers;BOS;CLE;27;43;A;O;;;102;135;A;O;33;237;5;1,22;5,23;1,2;5;1,19
2017;24;May;00:30;USA;NBA ;2016/2017;Cleveland Cavaliers;Boston Celtics;CLE;BOS;19;29;A;U;;;112;99;H;O;13;211;1,04;16,5;1,04;15,53;1,04;13,5
2017;23;May;01:00;USA;NBA ;2016/2017;San Antonio Spurs;Golden State Warriors;SAS;GSW;19;31;A;U;;;115;129;A;O;14;244;8,6;1,13;6,16;1,16;5,5;1,16
2017;22;May;00:30;USA;NBA ;2016/2017;Cleveland Cavaliers;Boston Celtics;CLE;BOS;35;24;H;O;;;108;111;A;O;3;219;1,04;16,5;1,43;3,05;1,04;12,5
2017;21;May;01:00;USA;NBA ;2016/2017;San Antonio Spurs;Golden State Warriors;SAS;GSW;33;29;H;O;;;108;120;A;O;12;228;3,34;1,39;3,31;1,38;3,25;1,36
2017;20;May;00:30;USA;NBA ;2016/2017;Boston Celtics;Cleveland Cavaliers;BOS;CLE;18;32;A;U;;;86;130;A;O;44;216;3,08;1,44;3,05;1,43;3;1,41
2017;18;May;00:30;USA;NBA ;2016/2017;Boston Celtics;Cleveland Cavaliers;BOS;CLE;19;30;A;U;;;104;117;A;O;13;221;2,51;1,61;2,49;1,61;2,45;1,6
2017;17;May;01:00;USA;NBA ;2016/2017;Golden State Warriors;San Antonio Spurs;GSW;SAS;33;16;H;U;;;136;100;H;O;36;236;1,06;13,5;1,05;13,89;1,09;8
2017;16;May;00:00;USA;NBA ;2016/2017;Boston Celtics;Washington Wizards;BOS;WAS;27;23;H;U;;;115;105;H;O;10;220;1,55;2,68;1,56;2,59;1,55;2,6
2017;14;May;19:30;USA;NBA ;2016/2017;Golden State Warriors;San Antonio Spurs;GSW;SAS;16;30;A;U;;;113;111;H;O;2;224;1,17;6,1;1,17;5,98;1,16;5,5
2017;13;May;00:00;USA;NBA ;2016/2017;Washington Wizards;Boston Celtics;WAS;BOS;22;17;H;U;;;92;91;H;U;1;183;1,47;2,96;1,46;2,93;1,45;2,8
2017;12;May;00:00;USA;NBA ;2016/2017;Houston Rockets;San Antonio Spurs;HOU;SAS;24;31;A;O;;;75;114;A;U;39;189;1,36;3,56;1,36;3,48;1,34;3,35
2017;11;May;01:00;USA;NBA ;2016/2017;Boston Celtics;Washington Wizards;BOS;WAS;33;21;H;O;;;123;101;H;O;22;224;1,54;2,71;1,53;2,69;1,54;2,65
2017;10;May;00:00;USA;NBA ;2016/2017;San Antonio Spurs;Houston Rockets;SAS;HOU;32;29;H;O;101;101;110;107;H;O;3;217;1,44;3,08;1,43;3,1;1,37;3,2
2017;9;May;01:00;USA;NBA ;2016/2017;Utah Jazz;Golden State Warriors;UTA;GSW;17;39;A;O;;;95;121;A;O;26;216;4,15;1,29;4,11;1,28;4;1,26
2017;8;May;01:00;USA;NBA ;2016/2017;Houston Rockets;San Antonio Spurs;HOU;SAS;34;22;H;O;;;125;104;H;O;21;229;1,43;3,12;1,41;3,19;1,4;3,05
2017;7;May;22:30;USA;NBA ;2016/2017;Washington Wizards;Boston Celtics;WAS;BOS;20;24;A;U;;;121;102;H;O;19;223;1,55;2,68;1,54;2,66;1,54;2,65
2017;7;May;19:30;USA;NBA ;2016/2017;Toronto Raptors;Cleveland Cavaliers;TOR;CLE;28;28;D;O;;;102;109;A;O;7;211;3,16;1,42;3,14;1,42;3,15;1,38
2017;7;May;00:30;USA;NBA ;2016/2017;Utah Jazz;Golden State Warriors;UTA;GSW;17;27;A;U;;;91;102;A;U;11;193;2,96;1,47;2,91;1,47;2,9;1,43
2017;6;May;02:30;USA;NBA ;2016/2017;Houston Rockets;San Antonio Spurs;HOU;SAS;21;19;H;U;;;92;103;A;U;11;195;1,56;2,65;1,56;2,62;1,54;2,65
2017;5;May;23:00;USA;NBA ;2016/2017;Toronto Raptors;Cleveland Cavaliers;TOR;CLE;24;28;A;O;;;94;115;A;O;21;209;2,14;1,81;2,11;1,81;2,1;1,76
2017;5;May;04:30;USA;NBA ;2016/2017;Golden State Warriors;Utah Jazz;GSW;UTA;33;15;H;U;;;115;104;H;O;11;219;1,08;11;1,08;10,44;1,07;9
2017;5;May;01:00;USA;NBA ;2016/2017;Washington Wizards;Boston Celtics;WAS;BOS;39;17;H;O;;;116;89;H;O;27;205;1,44;3,08;1,46;2,93;1,44;2,85
2017;4;May;01:30;USA;NBA ;2016/2017;San Antonio Spurs;Houston Rockets;SAS;HOU;33;30;H;O;;;121;96;H;O;25;217;1,44;3,08;1,43;3,05;1,43;2,9
2017;4;May;00:00;USA;NBA ;2016/2017;Cleveland Cavaliers;Toronto Raptors;CLE;TOR;34;22;H;O;;;125;103;H;O;22;228;1,3;4;1,29;3,97;1,28;3,75
2017;3;May;03:30;USA;NBA ;2016/2017;Golden State Warriors;Utah Jazz;GSW;UTA;27;21;H;U;;;106;94;H;O;12;200;1,09;9,6;1,09;9,28;1,08;8,5
2017;3;May;00:00;USA;NBA ;2016/2017;Boston Celtics;Washington Wizards;BOS;WAS;29;42;A;O;114;114;129;119;H;O;10;248;1,51;2,83;1,46;2,95;1,44;2,85
2017;2;May;02:30;USA;NBA ;2016/2017;San Antonio Spurs;Houston Rockets;SAS;HOU;23;34;A;O;;;99;126;A;O;27;225;1,46;2,98;1,5;2,8;1,5;2,7
2017;1;May;23:00;USA;NBA ;2016/2017;Cleveland Cavaliers;Toronto Raptors;CLE;TOR;30;18;H;U;;;116;105;H;O;11;221;1,33;3,75;1,33;3,64;1,33;3,4
2017;30;Apr;19:30;USA;NBA ;2016/2017;Los Angeles Clippers;Utah Jazz;LAC;UTA;24;24;D;U;;;91;104;A;U;13;195;1,58;2,6;1,61;2,47;1,58;2,5
2017;30;Apr;18:00;USA;NBA ;2016/2017;Boston Celtics;Washington Wizards;BOS;WAS;24;38;A;O;;;123;111;H;O;12;234;1,56;2,67;1,52;2,73;1,5;2,7
2017;29;Apr;02:30;USA;NBA ;2016/2017;Utah Jazz;Los Angeles Clippers;UTA;LAC;22;20;H;U;;;93;98;A;U;5;191;1,45;3,04;1,44;3,01;1,43;2,9
2017;29;Apr;01:00;USA;NBA ;2016/2017;Chicago Bulls;Boston Celtics;CHI;BOS;23;30;A;O;;;83;105;A;U;22;188;1,96;1,96;1,95;1,95;1,9;1,9
2017;29;Apr;00:30;USA;NBA ;2016/2017;Atlanta Hawks;Washington Wizards;ATL;WAS;23;30;A;O;;;99;115;A;O;16;214;1,63;2,4;1,65;2,4;1,64;2,35
2017;28;Apr;01:30;USA;NBA ;2016/2017;Memphis Grizzlies;San Antonio Spurs;MEM;SAS;22;24;A;U;;;96;103;A;O;7;199;2,68;1,55;2,66;1,54;2,65;1,54
2017;28;Apr;00:00;USA;NBA ;2016/2017;Milwaukee Bucks;Toronto Raptors;MIL;TOR;24;28;A;O;;;89;92;A;U;3;181;1,85;2,09;1,84;2,08;1,8;2,05
2017;27;Apr;01:30;USA;NBA ;2016/2017;Boston Celtics;Chicago Bulls;BOS;CHI;23;20;H;U;;;108;97;H;O;11;205;1,29;4,15;1,31;3,85;1,3;3,65
2017;26;Apr;22:00;USA;NBA ;2016/2017;Washington Wizards;Atlanta Hawks;WAS;ATL;23;25;A;U;;;103;99;H;O;4;202;1,45;3,04;1,44;3,01;1,43;2,9
2017;26;Apr;03:30;USA;NBA ;2016/2017;Los Angeles Clippers;Utah Jazz;LAC;UTA;21;19;H;U;;;92;96;A;U;4;188;1,66;2,4;1,69;2,31;1,68;2,25
2017;26;Apr;01:00;USA;NBA ;2016/2017;San Antonio Spurs;Memphis Grizzlies;SAS;MEM;23;23;D;U;;;116;103;H;O;13;219;1,2;5,3;1,21;5,04;1,19;5
2017;26;Apr;00:00;USA;NBA ;2016/2017;Houston Rockets;Oklahoma City Thunder;HOU;OKC;16;22;A;U;;;105;99;H;O;6;204;1,31;3,9;1,31;3,85;1,28;3,75
2017;25;Apr;02:30;USA;NBA ;2016/2017;Portland Trail Blazers;Golden State Warriors;POR;GSW;22;45;A;O;;;103;128;A;O;25;231;3,48;1,37;3,22;1,4;3,35;1,34
2017;25;Apr;00:00;USA;NBA ;2016/2017;Atlanta Hawks;Washington Wizards;ATL;WAS;28;35;A;O;;;111;101;H;O;10;212;1,72;2,29;1,71;2,27;1,68;2,25
2017;24;Apr;23:00;USA;NBA ;2016/2017;Toronto Raptors;Milwaukee Bucks;TOR;MIL;31;20;H;O;;;118;93;H;O;25;211;1,43;3,12;1,43;3,1;1,4;3,05
2017;24;Apr;01:00;USA;NBA ;2016/2017;Utah Jazz;Los Angeles Clippers;UTA;LAC;24;26;A;U;;;105;98;H;O;7;203;1,74;2,27;1,72;2,25;1,71;2,2
2017;23;Apr;22:30;USA;NBA ;2016/2017;Chicago Bulls;Boston Celtics;CHI;BOS;18;30;A;U;;;95;104;A;O;9;199;2,26;1,74;2,24;1,73;2,2;1,71
2017;23;Apr;22:30;USA;NBA ;2016/2017;Oklahoma City Thunder;Houston Rockets;OKC;HOU;26;22;H;U;;;109;113;A;O;4;222;1,89;2,03;1,88;2,03;1,83;2
2017;23;Apr;17:00;USA;NBA ;2016/2017;Indiana Pacers;Cleveland Cavaliers;IND;CLE;24;22;H;U;;;102;106;A;O;4;208;2,31;1,71;2,33;1,68;2,3;1,66
2017;23;Apr;02:30;USA;NBA ;2016/2017;Portland Trail Blazers;Golden State Warriors;POR;GSW;37;30;H;O;;;113;119;A;O;6;232;3,08;1,44;3,11;1,42;3,1;1,4
2017;23;Apr;03:00;USA;NBA ;2016/2017;Memphis Grizzlies;San Antonio Spurs;MEM;SAS;23;26;A;U;96;96;110;108;H;O;2;218;2,49;1,62;2,51;1,6;2,5;1,58
2017;22;Apr;22:30;USA;NBA ;2016/2017;Atlanta Hawks;Washington Wizards;ATL;WAS;38;20;H;O;;;116;98;H;O;18;214;1,69;2,35;1,68;2,33;1,66;2,3
2017;22;Apr;19:00;USA;NBA ;2016/2017;Milwaukee Bucks;Toronto Raptors;MIL;TOR;19;19;D;U;;;76;87;A;U;11;163;1,8;2,15;1,83;2,1;1,83;2
