;;;;;;;;;;;;;;;;;;;;;;;H;A;H;A;H;A
2015;9;Apr;00:30;USA;NBA ;2014/2015;Brooklyn Nets;Atlanta Hawks;BKN;ATL;26;33;A;O;;;111;114;A;O;3;225;1,48;2,68;1,51;2,75;1,45;2,8
2015;9;Apr;00:30;USA;NBA ;2014/2015;New York Knicks;Indiana Pacers;NYK;IND;14;26;A;U;;;86;102;A;U;16;188;5;1,08;9,16;1,09;7;1,11
2015;9;Apr;00:00;USA;NBA ;2014/2015;Orlando Magic;Chicago Bulls;ORL;CHI;21;29;A;U;;;105;103;H;O;2;208;4;1,25;4,1;1,28;4;1,26
2015;9;Apr;00:00;USA;NBA ;2014/2015;Philadelphia 76ers;Washington Wizards;PHI;WAS;24;35;A;O;;;90;119;A;O;29;209;1,4;1,33;3,81;1,31;4;1,26
2015;9;Apr;00:00;USA;NBA ;2014/2015;Charlotte Hornets;Toronto Raptors;CHA;TOR;15;20;A;U;;;74;92;A;U;18;166;2,25;1,67;2,37;1,66;2,35;1,64
2015;9;Apr;00:00;USA;NBA ;2014/2015;Detroit Pistons;Boston Celtics;DET;BOS;16;30;A;U;;;103;113;A;O;10;216;1,89;1,96;1,93;1,97;1,83;2
2015;8;Apr;03:30;USA;NBA ;2014/2015;Los Angeles Clippers;Los Angeles Lakers;LAC;LAL;23;21;H;U;;;105;100;H;O;5;205;1,04;20;1,02;31;1,03;15
2015;8;Apr;06:00;USA;NBA ;2014/2015;Sacramento Kings;Minnesota Timberwolves;SAC;MIN;23;31;A;O;;;116;111;H;O;5;227;1,21;5,5;1,19;5,42;1,18;5,25
2015;8;Apr;01:00;USA;NBA ;2014/2015;New Orleans Pelicans;Golden State Warriors;NOP;GSW;19;27;A;U;;;103;100;H;O;3;203;2,47;1,57;2,53;1,59;2,5;1,58
2015;8;Apr;01:00;USA;NBA ;2014/2015;Oklahoma City Thunder;San Antonio Spurs;OKC;SAS;10;29;A;U;;;88;113;A;O;25;201;2,8;1,42;3,11;1,42;3,1;1,4
2015;8;Apr;00:30;USA;NBA ;2014/2015;Atlanta Hawks;Phoenix Suns;ATL;PHX;24;17;H;U;;;96;69;H;U;27;165;1,2;4,5;1,25;4,42;1,23;4,25
2015;8;Apr;00:30;USA;NBA ;2014/2015;Miami Heat;Charlotte Hornets;MIA;CHA;28;25;H;O;;;105;100;H;O;5;205;1,64;2,3;1,6;2,51;1,64;2,35
2015;7;Apr;00:00;USA;NBA ;2014/2015;Brooklyn Nets;Portland Trail Blazers;BKN;POR;22;25;A;U;;;106;96;H;O;10;202;3,96;1,3;4;1,29;3,8;1,27
2015;6;Apr;02:30;USA;NBA ;2014/2015;Los Angeles Lakers;Los Angeles Clippers;LAL;LAC;16;23;A;U;;;78;106;A;U;28;184;8,4;1,12;8,04;1,11;6,75;1,11
2015;6;Apr;02:00;USA;NBA ;2014/2015;Sacramento Kings;Utah Jazz;SAC;UTA;27;31;A;O;;;95;101;A;U;6;196;1,81;2,16;1,79;2,14;1,74;2,15
2015;6;Apr;00:30;USA;NBA ;2014/2015;New York Knicks;Philadelphia 76ers;NYK;PHI;26;20;H;U;;;101;91;H;U;10;192;1,93;1,82;1,93;1,97;1,95;1,86
2015;6;Apr;00:00;USA;NBA ;2014/2015;San Antonio Spurs;Golden State Warriors;SAS;GSW;31;17;H;U;;;107;92;H;O;15;199;1,49;2,9;1,48;2,86;1,47;2,75
2015;5;Apr;23:00;USA;NBA ;2014/2015;Indiana Pacers;Miami Heat;IND;MIA;22;19;H;U;;;112;89;H;O;23;201;1,39;3,02;1,44;3,04;1,4;3,1
2015;5;Apr;20:30;USA;NBA ;2014/2015;Cleveland Cavaliers;Chicago Bulls;CLE;CHI;27;23;H;U;;;99;94;H;U;5;193;1,24;3,94;1,27;4,26;1,26;4
2015;5;Apr;18:00;USA;NBA ;2014/2015;Oklahoma City Thunder;Houston Rockets;OKC;HOU;17;27;A;U;;;112;115;A;O;3;227;1,79;2,02;1,83;2,1;1,8;2,05
2015;5;Apr;03:00;USA;NBA ;2014/2015;Phoenix Suns;Utah Jazz;PHX;UTA;13;18;A;U;;;87;85;H;U;2;172;1,76;1,97;1,85;2,07;1,8;2,05
2015;5;Apr;03:00;USA;NBA ;2014/2015;Portland Trail Blazers;New Orleans Pelicans;POR;NOP;22;24;A;U;;;99;90;H;U;9;189;1,45;2,78;1,47;2,9;1,44;2,85
2015;5;Apr;05:00;USA;NBA ;2014/2015;Denver Nuggets;Los Angeles Clippers;DEN;LAC;15;29;A;U;;;92;107;A;O;15;199;4,95;1,18;5,08;1,21;4,75;1,2
2015;5;Apr;01:30;USA;NBA ;2014/2015;Dallas Mavericks;Golden State Warriors;DAL;GSW;24;26;A;U;;;110;123;A;O;13;233;1,26;1,22;2,75;1,51;2,7;1,5
2015;5;Apr;01:30;USA;NBA ;2014/2015;Milwaukee Bucks;Orlando Magic;MIL;ORL;31;22;H;O;;;90;97;A;U;7;187;1,24;4,15;1,27;4,26;1,26;4
2015;5;Apr;01:00;USA;NBA ;2014/2015;Memphis Grizzlies;Washington Wizards;MEM;WAS;18;29;A;U;;;83;92;A;U;9;175;1,28;3,76;1,31;3,85;1,29;3,7
2015;5;Apr;00:30;USA;NBA ;2014/2015;Atlanta Hawks;Brooklyn Nets;ATL;BKN;31;22;H;O;;;131;99;H;O;32;230;1,19;3,8;1,23;4,8;1,22;4,5
2015;5;Apr;00:30;USA;NBA ;2014/2015;Detroit Pistons;Miami Heat;DET;MIA;29;24;H;O;;;99;98;H;U;1;197;1,97;1,97;1,95;1,95;1,95;1,86
2015;5;Apr;00:30;USA;NBA ;2014/2015;Toronto Raptors;Boston Celtics;TOR;BOS;24;15;H;U;104;104;116;117;A;O;1;233;1,6;2,25;1,68;2,33;1,64;2,35
2015;5;Apr;00:00;USA;NBA ;2014/2015;Charlotte Hornets;Philadelphia 76ers;CHA;PHI;19;16;H;U;;;92;91;H;U;1;183;1,25;3,72;1,32;3,77;1,29;3,7
2015;4;Apr;03:30;USA;NBA ;2014/2015;Los Angeles Lakers;Portland Trail Blazers;LAL;POR;12;26;A;U;;;77;107;A;U;30;184;5;1,13;5,98;1,17;5,25;1,18
2015;4;Apr;03:00;USA;NBA ;2014/2015;Sacramento Kings;New Orleans Pelicans;SAC;NOP;23;31;A;O;;;95;101;A;U;6;196;1,4;1,5;2,99;1,45;2,9;1,43
2015;4;Apr;01:30;USA;NBA ;2014/2015;San Antonio Spurs;Denver Nuggets;SAS;DEN;45;25;H;O;;;123;93;H;O;30;216;1,1;6,5;1,09;9,55;1,1;7,25
2015;4;Apr;01:00;USA;NBA ;2014/2015;Chicago Bulls;Detroit Pistons;CHI;DET;25;26;A;O;;;88;82;H;U;6;170;1,2;4,3;1,23;4,69;1,22;4,5
2015;4;Apr;01:00;USA;NBA ;2014/2015;Memphis Grizzlies;Oklahoma City Thunder;MEM;OKC;24;26;A;U;;;100;92;H;U;8;192;1,32;2,33;1,5;2,8;1,38;3,15
2015;4;Apr;02:00;USA;NBA ;2014/2015;Minnesota Timberwolves;Orlando Magic;MIN;ORL;23;29;A;O;;;84;97;A;U;13;181;1,56;1,67;2,34;1,68;2,4;1,62
2015;4;Apr;00:30;USA;NBA ;2014/2015;Boston Celtics;Milwaukee Bucks;BOS;MIL;25;21;H;U;;;101;110;A;O;9;211;1,45;2,66;1,49;2,82;1,43;2,9
2015;4;Apr;00:30;USA;NBA ;2014/2015;Brooklyn Nets;Toronto Raptors;BKN;TOR;34;27;H;O;;;114;109;H;O;5;223;1,43;2,11;1,68;2,33;1,64;2,35
2015;4;Apr;00:00;USA;NBA ;2014/2015;Indiana Pacers;Charlotte Hornets;IND;CHA;22;25;A;U;;;93;74;H;U;19;167;1,45;2,61;1,48;2,86;1,47;2,75
2015;4;Apr;00:00;USA;NBA ;2014/2015;Washington Wizards;New York Knicks;WAS;NYK;30;10;H;U;;;101;87;H;U;14;188;1,06;11;1,04;15;1,06;10
2015;3;Apr;03:30;USA;NBA ;2014/2015;Golden State Warriors;Phoenix Suns;GSW;PHX;27;22;H;U;;;107;106;H;O;1;213;1,09;4;1,09;9,16;1,13;6,25
2015;3;Apr;01:30;USA;NBA ;2014/2015;Dallas Mavericks;Houston Rockets;DAL;HOU;25;28;A;O;;;101;108;A;O;7;209;1,65;1,7;1,86;2,05;1,74;2,15
2015;3;Apr;01:00;USA;NBA ;2014/2015;Cleveland Cavaliers;Miami Heat;CLE;MIA;34;27;H;O;;;114;88;H;O;26;202;1,1;3,2;1,11;8,36;1,11;7
2015;2;Apr;03:30;USA;NBA ;2014/2015;Los Angeles Lakers;New Orleans Pelicans;LAL;NOP;31;29;H;O;;;92;113;A;O;21;205;3,5;1,3;3,81;1,31;3,7;1,29
2015;2;Apr;03:00;USA;NBA ;2014/2015;Portland Trail Blazers;Los Angeles Clippers;POR;LAC;33;26;H;O;;;122;126;A;O;4;248;1,6;2,37;1,67;2,36;1,64;2,35
2015;2;Apr;02:00;USA;NBA ;2014/2015;Utah Jazz;Denver Nuggets;UTA;DEN;22;29;A;O;;;98;84;H;U;14;182;1,53;2,5;1,56;2,61;1,55;2,6
2015;2;Apr;01:00;USA;NBA ;2014/2015;Houston Rockets;Sacramento Kings;HOU;SAC;35;25;H;O;;;115;111;H;O;4;226;1,1;6,5;1,1;8,6;1,12;6,5
2015;2;Apr;01:00;USA;NBA ;2014/2015;Milwaukee Bucks;Chicago Bulls;MIL;CHI;20;25;A;U;;;95;91;H;U;4;186;2,7;1,44;2,85;1,49;2,9;1,43
2015;2;Apr;01:00;USA;NBA ;2014/2015;Minnesota Timberwolves;Toronto Raptors;MIN;TOR;27;31;A;O;;;99;113;A;O;14;212;1,43;1,22;4,5;1,25;4,25;1,23
2015;2;Apr;01:00;USA;NBA ;2014/2015;Oklahoma City Thunder;Dallas Mavericks;OKC;DAL;25;28;A;O;;;131;135;A;O;4;266;1,66;2,25;1,69;2,31;1,71;2,2
2015;2;Apr;00:30;USA;NBA ;2014/2015;Boston Celtics;Indiana Pacers;BOS;IND;22;16;H;U;;;100;87;H;U;13;187;1,56;2,4;1,6;2,5;1,58;2,5
2015;2;Apr;00:30;USA;NBA ;2014/2015;New York Knicks;Brooklyn Nets;NYK;BKN;21;30;A;O;;;98;100;A;U;2;198;4;1,16;5,56;1,18;5,25;1,18
2015;2;Apr;00:00;USA;NBA ;2014/2015;Orlando Magic;San Antonio Spurs;ORL;SAS;19;23;A;U;;;91;103;A;U;12;194;4,65;1,2;4,8;1,23;4,5;1,22
2015;2;Apr;00:00;USA;NBA ;2014/2015;Washington Wizards;Philadelphia 76ers;WAS;PHI;31;21;H;O;;;106;93;H;O;13;199;1,15;4,5;1,17;5,87;1,16;5,5
2015;2;Apr;00:00;USA;NBA ;2014/2015;Charlotte Hornets;Detroit Pistons;CHA;DET;33;25;H;O;;;102;78;H;U;24;180;1,4;2,7;1,55;2,64;1,5;2,7
2015;1;Apr;03:30;USA;NBA ;2014/2015;Los Angeles Clippers;Golden State Warriors;LAC;GSW;30;18;H;U;;;106;110;A;O;4;216;1,72;2,07;1,77;2,18;1,74;2,15
2015;1;Apr;01:00;USA;NBA ;2014/2015;Miami Heat;San Antonio Spurs;MIA;SAS;20;19;H;U;;;81;95;A;U;14;176;3,2;1,3;3,6;1,34;3,25;1,36
2015;1;Apr;00:30;USA;NBA ;2014/2015;Brooklyn Nets;Indiana Pacers;BKN;IND;33;15;H;U;;;111;106;H;O;5;217;1,6;2,2;1,73;2,24;1,68;2,25
2015;1;Apr;00:30;USA;NBA ;2014/2015;Detroit Pistons;Atlanta Hawks;DET;ATL;33;28;H;O;;;105;95;H;O;10;200;1,48;3;1,49;2,84;1,45;2,8
2015;31;Mar;03:00;USA;NBA ;2014/2015;Portland Trail Blazers;Phoenix Suns;POR;PHX;31;22;H;O;;;109;86;H;U;23;195;1,27;4,05;1,28;4,11;1,26;4
2015;31;Mar;01:00;USA;NBA ;2014/2015;Memphis Grizzlies;Sacramento Kings;MEM;SAC;24;20;H;U;;;97;83;H;U;14;180;1,27;4,35;1,27;4,26;1,23;4,25
2015;31;Mar;01:00;USA;NBA ;2014/2015;Minnesota Timberwolves;Utah Jazz;MIN;UTA;18;25;A;U;;;84;104;A;U;20;188;2,71;1,51;2,66;1,54;2,7;1,5
2015;31;Mar;00:30;USA;NBA ;2014/2015;Atlanta Hawks;Milwaukee Bucks;ATL;MIL;25;20;H;U;;;101;88;H;U;13;189;1,28;3,5;1,3;3,92;1,29;3,7
2015;31;Mar;00:30;USA;NBA ;2014/2015;Toronto Raptors;Houston Rockets;TOR;HOU;27;27;D;O;;;99;96;H;U;3;195;1,83;1,97;1,81;2,12;1,8;2,05
2015;31;Mar;00:00;USA;NBA ;2014/2015;Charlotte Hornets;Boston Celtics;CHA;BOS;24;26;A;U;;;104;116;A;O;12;220;3,22;1,18;1,6;2,51;1,55;2,6
2015;31;Mar;00:00;USA;NBA ;2014/2015;Philadelphia 76ers;Los Angeles Lakers;PHI;LAL;28;17;H;U;102;102;111;113;A;O;2;224;1,5;2,06;1,56;2,62;1,54;2,65
2015;30;Mar;02:00;USA;NBA ;2014/2015;Phoenix Suns;Oklahoma City Thunder;PHX;OKC;35;24;H;O;;;97;109;A;O;12;206;1,91;1,67;2;1,91;2;1,83
2015;30;Mar;00:00;USA;NBA ;2014/2015;Indiana Pacers;Dallas Mavericks;IND;DAL;33;27;H;O;;;104;99;H;O;5;203;1,8;1,87;1,93;1,97;1,83;2
2015;30;Mar;00:00;USA;NBA ;2014/2015;San Antonio Spurs;Memphis Grizzlies;SAS;MEM;28;21;H;U;;;103;89;H;U;14;192;1,25;3,5;1,29;4,05;1,26;4
2015;29;Mar;23:00;USA;NBA ;2014/2015;Boston Celtics;Los Angeles Clippers;BOS;LAC;20;34;A;O;;;106;119;A;O;13;225;2,6;1,5;2,84;1,49;2,9;1,43
2015;29;Mar;23:00;USA;NBA ;2014/2015;Miami Heat;Detroit Pistons;MIA;DET;25;27;A;O;;;109;102;H;O;7;211;1,59;2,15;1,68;2,34;1,64;2,35
2015;29;Mar;21:30;USA;NBA ;2014/2015;Cleveland Cavaliers;Philadelphia 76ers;CLE;PHI;26;20;H;U;;;87;86;H;U;1;173;1,03;11;1,03;20;1,04;13,5
2015;29;Mar;21:00;USA;NBA ;2014/2015;New Orleans Pelicans;Minnesota Timberwolves;NOP;MIN;25;11;H;U;;;110;88;H;U;22;198;1,13;1,21;1,11;8,36;1,11;7
2015;29;Mar;20:30;USA;NBA ;2014/2015;Brooklyn Nets;Los Angeles Lakers;BKN;LAL;30;19;H;U;;;107;99;H;O;8;206;1,3;3,3;1,36;3,44;1,32;3,45
2015;29;Mar;17:30;USA;NBA ;2014/2015;Washington Wizards;Houston Rockets;WAS;HOU;20;28;A;U;;;91;99;A;U;8;190;2,12;1,7;2,27;1,71;2,25;1,68
2015;29;Mar;03:00;USA;NBA ;2014/2015;Portland Trail Blazers;Denver Nuggets;POR;DEN;31;25;H;O;;;120;114;H;O;6;234;1,24;4,7;1,24;4,61;1,23;4,25
2015;29;Mar;01:00;USA;NBA ;2014/2015;Utah Jazz;Oklahoma City Thunder;UTA;OKC;21;32;A;O;;;94;89;H;U;5;183;2,59;1,57;2,8;1,5;2,7;1,5
2015;29;Mar;00:30;USA;NBA ;2014/2015;Milwaukee Bucks;Golden State Warriors;MIL;GSW;23;24;A;U;;;95;108;A;O;13;203;2,75;1,53;2,75;1,51;2,75;1,47
2015;29;Mar;00:00;USA;NBA ;2014/2015;Chicago Bulls;New York Knicks;CHI;NYK;28;17;H;U;;;111;80;H;U;31;191;1,04;11;1,03;21;1,04;13
2015;28;Mar;23:00;USA;NBA ;2014/2015;Charlotte Hornets;Atlanta Hawks;CHA;ATL;27;23;H;U;;;115;100;H;O;15;215;2,17;1,67;2,27;1,71;2,35;1,64
2015;28;Mar;02:00;USA;NBA ;2014/2015;Phoenix Suns;Portland Trail Blazers;PHX;POR;21;29;A;U;;;81;87;A;U;6;168;1,89;1,85;1,97;1,93;2;1,83
2015;28;Mar;01:00;USA;NBA ;2014/2015;Denver Nuggets;Utah Jazz;DEN;UTA;22;20;H;U;;;107;91;H;U;16;198;1,73;2,17;1,86;2,05;1,71;2,2
2015;28;Mar;00:30;USA;NBA ;2014/2015;San Antonio Spurs;Dallas Mavericks;SAS;DAL;28;18;H;U;;;94;76;H;U;18;170;1,24;4,4;1,24;4,54;1,22;4,5
2015;28;Mar;00:00;USA;NBA ;2014/2015;Houston Rockets;Minnesota Timberwolves;HOU;MIN;31;22;H;O;;;120;110;H;O;10;230;1,08;8;1,09;9,27;1,09;8
2015;28;Mar;00:00;USA;NBA ;2014/2015;Memphis Grizzlies;Golden State Warriors;MEM;GSW;24;31;A;O;;;84;107;A;U;23;191;2,42;1,52;2,47;1,61;2,5;1,58
2015;28;Mar;00:00;USA;NBA ;2014/2015;New Orleans Pelicans;Sacramento Kings;NOP;SAC;18;20;A;U;;;102;88;H;U;14;190;1,3;3,44;1,36;3,44;1,31;3,6
2015;28;Mar;02:30;USA;NBA ;2014/2015;Atlanta Hawks;Miami Heat;ATL;MIA;27;20;H;U;;;99;86;H;U;13;185;1,23;4,2;1,27;4,26;1,23;4,25
2015;27;Mar;23:30;USA;NBA ;2014/2015;Brooklyn Nets;Cleveland Cavaliers;BKN;CLE;29;27;H;O;;;106;98;H;O;8;204;4;1,29;4,46;1,25;4,25;1,23
2015;27;Mar;23:30;USA;NBA ;2014/2015;New York Knicks;Boston Celtics;NYK;BOS;22;21;H;U;;;92;96;A;U;4;188;4,5;1,22;5,27;1,2;4,5;1,22
2015;27;Mar;23:30;USA;NBA ;2014/2015;Toronto Raptors;Los Angeles Lakers;TOR;LAL;17;24;A;U;;;94;83;H;U;11;177;1,19;4,7;1,22;4,85;1,2;4,75
2015;27;Mar;23:00;USA;NBA ;2014/2015;Orlando Magic;Detroit Pistons;ORL;DET;27;30;A;O;;;97;111;A;O;14;208;2,02;1,84;2,06;1,85;2,05;1,8
2015;27;Mar;23:00;USA;NBA ;2014/2015;Philadelphia 76ers;Los Angeles Clippers;PHI;LAC;19;34;A;O;;;98;119;A;O;21;217;6,5;1,1;7,22;1,13;8;1,09
2015;27;Mar;23:00;USA;NBA ;2014/2015;Washington Wizards;Charlotte Hornets;WAS;CHA;28;19;H;U;96;96;110;107;H;O;3;217;1,57;2,5;1,61;2,49;1,58;2,5
2015;27;Mar;00:00;USA;NBA ;2014/2015;Milwaukee Bucks;Indiana Pacers;MIL;IND;34;15;H;U;;;111;107;H;O;4;218;1,87;2,08;1,87;2,04;1,8;2,05
2015;26;Mar;02:00;USA;NBA ;2014/2015;Phoenix Suns;Sacramento Kings;PHX;SAC;26;31;A;O;;;99;108;A;O;9;207;1,25;3,75;1,28;4,1;1,26;4
2015;26;Mar;01:30;USA;NBA ;2014/2015;San Antonio Spurs;Oklahoma City Thunder;SAS;OKC;32;28;H;O;;;130;91;H;O;39;221;1,3;3,6;1,32;3,75;1,3;3,65
2015;26;Mar;01:00;USA;NBA ;2014/2015;Denver Nuggets;Philadelphia 76ers;DEN;PHI;21;22;A;U;;;85;99;A;U;14;184;1,1;7;1,15;6,34;1,14;6
2015;26;Mar;01:00;USA;NBA ;2014/2015;Utah Jazz;Portland Trail Blazers;UTA;POR;21;12;H;U;;;89;92;A;U;3;181;1,55;2,7;1,51;2,75;1,54;2,65
2015;26;Mar;00:00;USA;NBA ;2014/2015;Memphis Grizzlies;Cleveland Cavaliers;MEM;CLE;19;22;A;U;;;89;111;A;O;22;200;2,1;1,7;2,11;1,81;2,15;1,74
2015;26;Mar;00:00;USA;NBA ;2014/2015;Minnesota Timberwolves;Los Angeles Lakers;MIN;LAL;15;24;A;U;90;90;99;101;A;O;2;200;1,82;2,15;1,8;2,13;1,76;2,1
2015;26;Mar;00:00;USA;NBA ;2014/2015;New Orleans Pelicans;Houston Rockets;NOP;HOU;34;19;H;O;;;93;95;A;U;2;188;2,08;1,87;2;1,91;2,05;1,8
2015;25;Mar;23:30;USA;NBA ;2014/2015;Boston Celtics;Miami Heat;BOS;MIA;20;27;A;U;;;86;93;A;U;7;179;1,44;2,38;1,49;2,82;1,47;2,75
2015;25;Mar;23:00;USA;NBA ;2014/2015;Charlotte Hornets;Brooklyn Nets;CHA;BKN;26;23;H;U;;;88;91;A;U;3;179;1,61;2,4;1,63;2,44;1,64;2,35
2015;25;Mar;23:00;USA;NBA ;2014/2015;New York Knicks;Los Angeles Clippers;NYK;LAC;17;28;A;U;;;80;111;A;U;31;191;7,6;1,06;12,25;1,06;10;1,06
2015;25;Mar;23:00;USA;NBA ;2014/2015;Orlando Magic;Atlanta Hawks;ORL;ATL;31;23;H;O;;;83;95;A;U;12;178;3,84;1,29;4,03;1,29;3,7;1,29
2015;25;Mar;23:00;USA;NBA ;2014/2015;Toronto Raptors;Chicago Bulls;TOR;CHI;29;20;H;U;;;103;116;A;O;13;219;2,02;1,93;1,96;1,94;1,95;1,86
2015;25;Mar;23:00;USA;NBA ;2014/2015;Washington Wizards;Indiana Pacers;WAS;IND;20;14;H;U;;;101;103;A;O;2;204;1,56;2,1;1,62;2,45;1,6;2,45
2015;25;Mar;02:30;USA;NBA ;2014/2015;Portland Trail Blazers;Golden State Warriors;POR;GSW;30;26;H;O;;;108;122;A;O;14;230;3,4;1,32;3,48;1,36;3,75;1,28
2015;25;Mar;02:00;USA;NBA ;2014/2015;Sacramento Kings;Philadelphia 76ers;SAC;PHI;27;31;A;O;;;107;106;H;O;1;213;1,25;4;1,28;4,11;1,26;4
2015;25;Mar;00:00;USA;NBA ;2014/2015;Dallas Mavericks;San Antonio Spurs;DAL;SAS;17;29;A;U;;;101;94;H;U;7;195;2,31;1,62;2,37;1,66;2,35;1,64
2015;25;Mar;00:00;USA;NBA ;2014/2015;Milwaukee Bucks;Miami Heat;MIL;MIA;22;27;A;U;;;89;88;H;U;1;177;1,97;1,84;2,02;1,88;2,05;1,8
2015;25;Mar;00:00;USA;NBA ;2014/2015;Oklahoma City Thunder;Los Angeles Lakers;OKC;LAL;37;27;H;O;;;127;117;H;O;10;244;1,14;5,8;1,17;6;1,16;5,5
2015;24;Mar;23:30;USA;NBA ;2014/2015;Detroit Pistons;Toronto Raptors;DET;TOR;37;27;H;O;;;108;104;H;O;4;212;2,15;1,71;2,2;1,75;2,15;1,74
2015;24;Mar;02:30;USA;NBA ;2014/2015;Golden State Warriors;Washington Wizards;GSW;WAS;27;24;H;O;;;107;76;H;U;31;183;1,1;6,4;1,14;6,87;1,12;6,5
2015;24;Mar;01:00;USA;NBA ;2014/2015;Utah Jazz;Minnesota Timberwolves;UTA;MIN;22;20;H;U;96;96;104;106;A;O;2;210;1,08;7,2;1,1;8,6;1,09;8
2015;24;Mar;00:00;USA;NBA ;2014/2015;Chicago Bulls;Charlotte Hornets;CHI;CHA;28;26;H;O;;;98;86;H;U;12;184;1,4;2,87;1,44;3,02;1,43;2,9
2015;23;Mar;23:30;USA;NBA ;2014/2015;Brooklyn Nets;Boston Celtics;BKN;BOS;28;23;H;O;;;91;110;A;O;19;201;1,54;2,49;1,58;2,55;1,55;2,6
2015;23;Mar;23:30;USA;NBA ;2014/2015;New York Knicks;Memphis Grizzlies;NYK;MEM;20;30;A;U;;;82;103;A;U;21;185;8,6;1,07;10,25;1,08;9;1,07
2015;23;Mar;23:00;USA;NBA ;2014/2015;Indiana Pacers;Houston Rockets;IND;HOU;15;26;A;U;;;100;110;A;O;10;210;1,88;1,93;1,93;1,97;1,86;1,95
2015;23;Mar;01:30;USA;NBA ;2014/2015;Los Angeles Lakers;Philadelphia 76ers;LAL;PHI;18;20;A;U;;;101;87;H;U;14;188;1,5;2,75;1,56;2,59;1,47;2,75
2015;23;Mar;01:00;USA;NBA ;2014/2015;Phoenix Suns;Dallas Mavericks;PHX;DAL;33;27;H;O;;;98;92;H;U;6;190;2,4;1,57;2,51;1,6;2,5;1,58
2015;22;Mar;23:00;USA;NBA ;2014/2015;Minnesota Timberwolves;Charlotte Hornets;MIN;CHA;27;18;H;U;;;98;109;A;O;11;207;2,5;1,53;2,63;1,55;2,6;1,55
2015;22;Mar;22:00;USA;NBA ;2014/2015;Boston Celtics;Detroit Pistons;BOS;DET;23;26;A;U;88;88;97;105;A;O;8;202;1,4;2,9;1,45;3;1,43;2,9
2015;22;Mar;22:00;USA;NBA ;2014/2015;Orlando Magic;Denver Nuggets;ORL;DEN;25;28;A;O;;;100;119;A;O;19;219;1,83;1,91;2;1,91;1,95;1,86
2015;22;Mar;22:00;USA;NBA ;2014/2015;Sacramento Kings;Washington Wizards;SAC;WAS;34;29;H;O;;;109;86;H;U;23;195;2,25;1,57;2,42;1,64;2,5;1,58
2015;22;Mar;20:00;USA;NBA ;2014/2015;Toronto Raptors;New York Knicks;TOR;NYK;27;23;H;U;;;106;89;H;U;17;195;1,07;9;1,09;9,27;1,06;10
2015;23;Mar;04:30;USA;NBA ;2014/2015;Los Angeles Clippers;New Orleans Pelicans;LAC;NOP;27;28;A;O;;;107;100;H;O;7;207;1,17;5,3;1,19;5,42;1,19;5
2015;22;Mar;19:00;USA;NBA ;2014/2015;Atlanta Hawks;San Antonio Spurs;ATL;SAS;13;26;A;U;;;95;114;A;O;19;209;1,75;2,05;1,78;2,16;1,74;2,15
2015;22;Mar;19:00;USA;NBA ;2014/2015;Milwaukee Bucks;Cleveland Cavaliers;MIL;CLE;26;25;H;O;;;90;108;A;U;18;198;3,84;1,28;4,26;1,27;4;1,26
2015;22;Mar;19:00;USA;NBA ;2014/2015;Oklahoma City Thunder;Miami Heat;OKC;MIA;25;21;H;U;;;93;75;H;U;18;168;1,67;2,4;1,64;2,42;1,58;2,5
2015;22;Mar;02:30;USA;NBA ;2014/2015;Golden State Warriors;Utah Jazz;GSW;UTA;19;15;H;U;;;106;91;H;U;15;197;1,21;4,5;1,24;4,61;1,23;4,25
2015;22;Mar;00:00;USA;NBA ;2014/2015;Houston Rockets;Phoenix Suns;HOU;PHX;37;33;H;O;;;102;117;A;O;15;219;1,2;4,1;1,26;4,3;1,23;4,25
2015;22;Mar;00:00;USA;NBA ;2014/2015;Memphis Grizzlies;Portland Trail Blazers;MEM;POR;35;27;H;O;;;97;86;H;U;11;183;1,36;2,18;1,59;2,53;1,58;2,5
2015;21;Mar;23:30;USA;NBA ;2014/2015;Detroit Pistons;Chicago Bulls;DET;CHI;30;20;H;U;;;107;91;H;U;16;198;1,21;1,72;2,13;1,8;2,15;1,74
2015;21;Mar;23:00;USA;NBA ;2014/2015;Indiana Pacers;Brooklyn Nets;IND;BKN;29;31;A;O;;;111;123;A;O;12;234;1,28;3,5;1,31;3,81;1,29;3,7
2015;21;Mar;02:30;USA;NBA ;2014/2015;Golden State Warriors;New Orleans Pelicans;GSW;NOP;30;26;H;O;;;112;96;H;O;16;208;1,09;11;1,08;9,89;1,07;9
2015;21;Mar;02:30;USA;NBA ;2014/2015;Los Angeles Clippers;Washington Wizards;LAC;WAS;35;21;H;O;;;113;99;H;O;14;212;1,29;3,2;1,37;3,41;1,35;3,3
2015;21;Mar;02:00;USA;NBA ;2014/2015;Sacramento Kings;Charlotte Hornets;SAC;CHA;29;22;H;O;;;101;91;H;U;10;192;2,4;1,68;2,37;1,66;2,4;1,62
2015;21;Mar;00:30;USA;NBA ;2014/2015;Dallas Mavericks;Memphis Grizzlies;DAL;MEM;18;25;A;U;;;101;112;A;O;11;213;1,67;1,42;1,59;2,53;1,58;2,5
2015;21;Mar;00:30;USA;NBA ;2014/2015;San Antonio Spurs;Boston Celtics;SAS;BOS;32;19;H;O;;;101;89;H;U;12;190;1,17;4,6;1,23;4,8;1,22;4,5
